center_x,center_y,width,height
0.4210880547761917,0.3996848613023758,0.18548306822776794,0.2830300033092499
0.4198145419359207,0.3984231650829315,0.18489620089530945,0.2825356125831604
0.41960497200489044,0.39965732395648956,0.18213602900505066,0.28011855483055115
0.4195844829082489,0.4002337157726288,0.1832764744758606,0.28034335374832153
0.4218725264072418,0.40133726596832275,0.18472403287887573,0.2782783508300781
0.42205020785331726,0.40184371173381805,0.18422406911849976,0.2827509939670563
0.42159828543663025,0.4031696617603302,0.18607157468795776,0.28443092107772827
0.4223828762769699,0.4011768698692322,0.18545189499855042,0.2859293222427368
0.4230679124593735,0.4038352370262146,0.1848633587360382,0.2784428596496582
0.4219333529472351,0.4078623354434967,0.1843928098678589,0.26815563440322876
0.4220462888479233,0.40806956589221954,0.1831742823123932,0.2745833098888397
0.422047421336174,0.4071594923734665,0.18333366513252258,0.2882291376590729
0.4222240149974823,0.41118957102298737,0.18175488710403442,0.27474018931388855
0.41974687576293945,0.41241036355495453,0.18456649780273438,0.2770637571811676
0.41146598756313324,0.41426125168800354,0.18292811512947083,0.2778109908103943
0.40204064548015594,0.4152776598930359,0.18648222088813782,0.2759658098220825
0.3876507431268692,0.4222216457128525,0.1898495852947235,0.2781534492969513
0.3661022335290909,0.4203660488128662,0.18520399928092957,0.2703756093978882
0.365827277302742,0.4224996119737625,0.18391069769859314,0.2658197581768036
0.3130321428179741,0.41249479353427887,0.17129339277744293,0.2957542836666107
0.2757173329591751,0.4106804132461548,0.17459812760353088,0.3000452518463135
0.24963360279798508,0.40991829335689545,0.18112309277057648,0.3198290169239044
0.22441044449806213,0.4066333845257759,0.19356465339660645,0.3229670375585556
0.2137726992368698,0.41200965642929077,0.1997106373310089,0.3152412176132202
0.2093338668346405,0.4205508530139923,0.20299136638641357,0.32048338651657104
0.21134373545646667,0.4320206642150879,0.2019476294517517,0.31550371646881104
0.22165589034557343,0.4492829740047455,0.2030111849308014,0.3097180724143982
0.23715030401945114,0.47750355303287506,0.19742943346500397,0.2815649211406708
0.25490981340408325,0.5026612281799316,0.18956303596496582,0.2712063789367676
0.25667963922023773,0.5062487423419952,0.19474723935127258,0.27189749479293823
0.2783307731151581,0.5359686464071274,0.19123274087905884,0.26391008496284485
0.32898470759391785,0.5969486832618713,0.18012362718582153,0.2431579828262329
0.3651554137468338,0.6234483122825623,0.16811618208885193,0.24510729312896729
0.3959273099899292,0.6581890285015106,0.17099285125732422,0.24869364500045776
0.42025355994701385,0.6857599020004272,0.17977693676948547,0.2427656650543213
0.4298044443130493,0.6923986077308655,0.19054675102233887,0.24677181243896484
0.43161073327064514,0.7025521397590637,0.2005743384361267,0.25278329849243164
0.42546550929546356,0.7104932367801666,0.20633593201637268,0.2572954297065735
0.41163207590579987,0.7133037447929382,0.2076415717601776,0.2558952569961548
0.38845019042491913,0.7169128656387329,0.19683757424354553,0.24237871170043945
0.39055943489074707,0.7166059017181396,0.20006000995635986,0.24334287643432617
0.3676607608795166,0.7092012465000153,0.20065712928771973,0.2450994849205017
0.3344215527176857,0.7166184782981873,0.19301055371761322,0.2551391124725342
0.2772766128182411,0.7195863723754883,0.1810363382101059,0.2394927740097046
0.23827753961086273,0.7287753820419312,0.19517531991004944,0.20500946044921875
0.21051762998104095,0.718157947063446,0.20774033665657043,0.2265920639038086
0.19607128575444221,0.7077638804912567,0.21447499841451645,0.26037055253982544
0.19515814259648323,0.708749383687973,0.21462997049093246,0.26384657621383667
0.19098838791251183,0.7060253620147705,0.21627259999513626,0.2689474821090698
0.19140852615237236,0.7043131291866302,0.21240005642175674,0.2695097327232361
0.1912117898464203,0.702825278043747,0.21108514070510864,0.2696104645729065
0.1911163367331028,0.7028107643127441,0.21154844015836716,0.27029216289520264
0.19149935990571976,0.7024150490760803,0.2075900286436081,0.27200424671173096
0.19241029396653175,0.7021815478801727,0.20932721346616745,0.2695191502571106
0.19102522730827332,0.7028066217899323,0.2110474705696106,0.2744329571723938
0.19079631567001343,0.7045411169528961,0.2124442458152771,0.27284711599349976
0.18911397457122803,0.7038037478923798,0.21499282121658325,0.26990455389022827
0.18813248351216316,0.7058825492858887,0.2126004323363304,0.26842188835144043
0.18937478959560394,0.7066847383975983,0.21304216980934143,0.26865190267562866
0.1896486133337021,0.7049747109413147,0.21426764130592346,0.26801598072052
